1,2,3
2,2,5
3,2,7
4,2,9
5,2,11
6,2,13
7,2,15
8,2,17
9,2,19
1,4,24
2,4,26
3,4,28
4,4,30
5,4,32
6,4,34
7,4,36
8,4,38
1,6,45
2,6,47
3,6,49
4,6,51
1,8,60
1,1,2
2,1,4
3,1,6
4,1,8
5,1,10
6,1,12
7,1,14
8,1,16
9,1,18
1,3,23
2,3,25
3,3,27
4,3,29
5,3,31
6,3,33
7,3,35
8,3,37
1,5,44
2,5,46
3,5,48
4,5,50
1,7,59
