1,2,3
2,2,5
3,2,7
4,2,9
5,2,11
6,2,13
7,2,15
8,2,17
9,2,19
10,2,21
11,2,23
12,2,25
13,2,27
14,2,29
1,4,34
2,4,36
3,4,38
4,4,40
5,4,42
6,4,44
7,4,46
8,4,48
9,4,50
1,6,57
2,6,59
3,6,61
4,6,63
5,6,65
1,8,74
2,8,76
3,8,78
1,1,2
2,1,4
3,1,6
4,1,8
5,1,10
6,1,12
7,1,14
8,1,16
9,1,18
10,1,20
11,1,22
12,1,24
13,1,26
14,1,28
1,3,33
2,3,35
3,3,37
4,3,39
5,3,41
6,3,43
7,3,45
8,3,47
9,3,49
1,5,56
2,5,58
3,5,60
4,5,62
5,5,64
1,7,73
2,7,75
3,7,77
