1,1,0
768,1,0
1,2,0
531,2,0
1,3,0
389,3,0
1,4,0
358,4,0
1,5,0
312,5,0
1,6,0
308,6,0
1,7,0
295,7,0
1,8,0
292,8,0
1,9,0
285,9,0
1,10,0
284,10,0
1,11,0
281,11,0
1,12,0
264,12,0
1,13,0
259,13,0
1,14,0
217,14,0
1,15,0
213,15,0
1,16,0
204,16,0
1,17,0
200,17,0
1,18,0
199,18,0
1,19,0
197,19,0
1,20,0
188,20,0
1,21,0
183,21,0
1,22,0
180,22,0
1,23,0
179,23,0
1,24,0
164,24,0
1,25,0
160,25,0
1,26,0
150,26,0
1,27,0
145,27,0
1,28,0
144,28,0
1,29,0
131,29,0
1,30,0
125,30,0
1,31,0
122,31,0
1,32,0
120,32,0
1,33,0
119,33,0
1,34,0
114,34,0
1,35,0
98,35,0
1,36,0
93,36,0
1,37,0
90,37,0
1,38,0
89,38,0
1,39,0
87,39,0
1,40,0
84,40,0
1,41,0
82,41,0
1,42,0
81,42,0
1,43,0
73,43,0
1,44,0
69,44,0
1,45,0
66,45,0
1,46,0
60,46,0
1,47,0
57,47,0
1,48,0
56,48,0
1,49,0
55,49,0
1,50,0
52,50,0
1,51,0
50,51,0
1,52,0
49,52,0
1,53,0
48,53,0
1,54,0
45,54,0
1,55,0
42,55,0
1,56,0
41,56,0
1,57,0
40,57,0
1,58,0
39,58,0
1,59,0
37,59,0
1,60,0
36,60,0
1,61,0
35,61,0
1,62,0
33,62,0
1,63,0
32,63,0
1,64,0
30,64,0
1,65,0
28,65,0
1,66,0
26,66,0
1,67,0
24,67,0
1,68,0
20,68,0
1,69,0
19,69,0
1,70,0
18,70,0
1,71,0
16,71,0
1,72,0
8,72,0
1,73,0
5,73,0
1,74,0
4,74,0
1,75,0
2,75,0
1,76,0
1,76,0
