1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,10
11,1,11
12,1,12
13,1,13
14,1,14
15,1,15
16,1,16
17,1,17
18,1,18
19,1,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
1,2,30
2,2,31
3,2,32
4,2,33
5,2,34
6,2,35
7,2,36
8,2,37
9,2,38
10,2,39
11,2,40
12,2,41
13,2,42
14,2,43
15,2,44
16,2,45
17,2,46
18,2,47
19,2,48
20,2,49
21,2,50
22,2,51
23,2,52
24,2,53
25,2,54
26,2,55
27,2,56
28,2,57
29,2,58
1,3,59
2,3,60
3,3,61
4,3,62
5,3,63
6,3,64
7,3,65
8,3,66
9,3,67
10,3,68
11,3,69
1,4,70
2,4,71
3,4,72
4,4,73
5,4,74
6,4,75
7,4,76
8,4,77
9,4,78
1,5,79
2,5,80
3,5,81
4,5,82
5,5,83
6,5,84
7,5,85
1,6,86
2,6,87
3,6,88
1,7,89
2,7,90
3,7,91
1,8,92
2,8,93
3,8,94
1,9,95
2,9,96
3,9,97
1,10,98
2,10,99
3,10,100
