1,1,0
324,1,0
1,2,0
300,2,0
1,3,0
274,3,0
1,4,0
220,4,0
1,5,0
216,5,0
1,6,0
214,6,0
1,7,0
212,7,0
1,8,0
200,8,0
1,9,0
198,9,0
1,10,0
190,10,0
1,11,0
170,11,0
1,12,0
168,12,0
1,13,0
156,13,0
1,14,0
144,14,0
1,15,0
142,15,0
1,16,0
122,16,0
1,17,0
120,17,0
1,18,0
112,18,0
1,19,0
108,19,0
1,20,0
104,20,0
1,21,0
90,21,0
1,22,0
76,22,0
1,23,0
74,23,0
1,24,0
70,24,0
1,25,0
66,25,0
1,26,0
64,26,0
1,27,0
54,27,0
1,28,0
52,28,0
1,29,0
44,29,0
1,30,0
42,30,0
1,31,0
32,31,0
1,32,0
30,32,0
1,33,0
24,33,0
1,34,0
22,34,0
1,35,0
20,35,0
1,36,0
16,36,0
1,37,0
12,37,0
1,38,0
8,38,0
1,39,0
6,39,0
1,40,0
4,40,0
