1,2,3
2,2,5
3,2,7
4,2,9
5,2,11
6,2,13
7,2,15
8,2,17
9,2,19
10,2,21
11,2,23
12,2,25
13,2,27
14,2,29
15,2,31
16,2,33
1,4,38
2,4,40
3,4,42
4,4,44
5,4,46
6,4,48
7,4,50
8,4,52
9,4,54
10,4,56
11,4,58
1,1,2
2,1,4
3,1,6
4,1,8
5,1,10
6,1,12
7,1,14
8,1,16
9,1,18
10,1,20
11,1,22
12,1,24
13,1,26
14,1,28
15,1,30
16,1,32
1,3,37
2,3,39
3,3,41
4,3,43
5,3,45
6,3,47
7,3,49
8,3,51
9,3,53
10,3,55
11,3,57
