1,2,3
2,2,5
3,2,7
4,2,9
5,2,11
6,2,13
7,2,15
8,2,17
1,4,22
2,4,24
3,4,26
4,4,28
5,4,30
6,4,32
7,4,34
1,6,41
2,6,43
3,6,45
4,6,47
5,6,49
1,8,58
2,8,60
3,8,62
4,8,64
1,1,2
2,1,4
3,1,6
4,1,8
5,1,10
6,1,12
7,1,14
8,1,16
1,3,21
2,3,23
3,3,25
4,3,27
5,3,29
6,3,31
7,3,33
1,5,40
2,5,42
3,5,44
4,5,46
5,5,48
1,7,57
2,7,59
3,7,61
4,7,63
