2,1,0
570,1,0
2,2,0
546,2,0
2,3,0
518,3,0
2,4,0
444,4,0
2,5,0
442,5,0
2,6,0
430,6,0
2,7,0
414,7,0
2,8,0
412,8,0
2,9,0
404,9,0
2,10,0
346,10,0
2,11,0
334,11,0
2,12,0
330,12,0
2,13,0
324,13,0
2,14,0
322,14,0
2,15,0
276,15,0
2,16,0
258,16,0
2,17,0
244,17,0
2,18,0
236,18,0
2,19,0
216,19,0
2,20,0
210,20,0
2,21,0
182,21,0
2,22,0
174,22,0
2,23,0
170,23,0
2,24,0
166,24,0
2,25,0
164,25,0
2,26,0
160,26,0
2,27,0
146,27,0
2,28,0
130,28,0
2,29,0
124,29,0
2,30,0
110,30,0
2,31,0
108,31,0
2,32,0
106,32,0
2,33,0
100,33,0
2,34,0
94,34,0
2,35,0
88,35,0
2,36,0
86,36,0
2,37,0
84,37,0
2,38,0
74,38,0
2,39,0
62,39,0
2,40,0
58,40,0
2,41,0
54,41,0
2,42,0
52,42,0
2,43,0
42,43,0
2,44,0
32,44,0
2,45,0
30,45,0
2,46,0
24,46,0
2,47,0
20,47,0
2,48,0
16,48,0
2,49,0
12,49,0
2,50,0
6,50,0
