2,1,0
3323,1,0
4,2,0
2561,2,0
6,3,0
1869,3,0
8,4,0
1667,4,0
10,5,0
1417,5,0
12,6,0
1375,6,0
14,7,0
1363,7,0
16,8,0
1355,8,0
18,9,0
1349,9,0
20,10,0
1099,10,0
22,11,0
1067,11,0
24,12,0
1059,12,0
26,13,0
1047,13,0
28,14,0
1025,14,0
30,15,0
923,15,0
32,16,0
917,16,0
34,17,0
865,17,0
36,18,0
831,18,0
38,19,0
829,19,0
40,20,0
759,20,0
42,21,0
747,21,0
44,22,0
713,22,0
46,23,0
679,23,0
48,24,0
659,24,0
50,25,0
657,25,0
52,26,0
655,26,0
54,27,0
649,27,0
56,28,0
643,28,0
58,29,0
623,29,0
60,30,0
615,30,0
62,31,0
599,31,0
64,32,0
567,32,0
66,33,0
563,33,0
68,34,0
549,34,0
70,35,0
539,35,0
72,36,0
527,36,0
74,37,0
519,37,0
76,38,0
515,38,0
78,39,0
513,39,0
80,40,0
511,40,0
82,41,0
511,41,0
84,42,0
511,42,0
86,43,0
511,43,0
88,44,0
507,44,0
90,45,0
507,45,0
92,46,0
503,46,0
94,47,0
503,47,0
96,48,0
497,48,0
98,49,0
483,49,0
100,50,0
481,50,0
102,51,0
479,51,0
104,52,0
479,52,0
106,53,0
479,53,0
108,54,0
465,54,0
110,55,0
457,55,0
112,56,0
457,56,0
114,57,0
429,57,0
116,58,0
419,58,0
118,59,0
419,59,0
120,60,0
419,60,0
122,61,0
415,61,0
124,62,0
413,62,0
126,63,0
407,63,0
128,64,0
407,64,0
130,65,0
405,65,0
132,66,0
397,66,0
134,67,0
397,67,0
136,68,0
397,68,0
138,69,0
395,69,0
140,70,0
395,70,0
142,71,0
395,71,0
144,72,0
373,72,0
146,73,0
369,73,0
148,74,0
369,74,0
150,75,0
361,75,0
152,76,0
345,76,0
154,77,0
345,77,0
156,78,0
337,78,0
158,79,0
335,79,0
160,80,0
331,80,0
162,81,0
325,81,0
164,82,0
321,82,0
166,83,0
307,83,0
168,84,0
305,84,0
170,85,0
285,85,0
172,86,0
285,86,0
174,87,0
285,87,0
176,88,0
283,88,0
178,89,0
279,89,0
180,90,0
275,90,0
182,91,0
275,91,0
184,92,0
275,92,0
186,93,0
273,93,0
188,94,0
273,94,0
190,95,0
273,95,0
192,96,0
273,96,0
194,97,0
273,97,0
196,98,0
267,98,0
198,99,0
267,99,0
200,100,0
263,100,0
202,101,0
261,101,0
204,102,0
259,102,0
206,103,0
259,103,0
208,104,0
255,104,0
210,105,0
253,105,0
212,106,0
247,106,0
214,107,0
247,107,0
216,108,0
245,108,0
218,109,0
245,109,0
220,110,0
243,110,0
222,111,0
243,111,0
224,112,0
243,112,0
226,113,0
241,113,0
228,114,0
237,114,0
230,115,0
235,115,0
